"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7893046"	"1"	"0.4029777"	"8.80e-01"	"-4.78"	"3.20e-01"	""	""
"7936661"	"1"	"0.4030631"	"-8.80e-01"	"-4.78"	"-1.22e-01"	"PRDX3"	"peroxiredoxin 3"
"8155528"	"1"	"0.4031636"	"8.80e-01"	"-4.78"	"1.86e-01"	""	""
"8110930"	"1"	"0.4031967"	"8.80e-01"	"-4.78"	"1.23e-01"	""	""
"7896301"	"1"	"0.4032227"	"8.80e-01"	"-4.78"	"1.14e-01"	""	""
"7974192"	"1"	"0.4032811"	"-8.80e-01"	"-4.78"	"-6.60e-02"	""	""
"8098549"	"1"	"0.4033141"	"8.80e-01"	"-4.78"	"7.72e-02"	"STOX2"	"storkhead box 2"
"7910600"	"1"	"0.4033267"	"8.80e-01"	"-4.78"	"1.52e-01"	"KIAA1804"	"mixed lineage kinase 4"
"8128977"	"1"	"0.4033329"	"-8.80e-01"	"-4.78"	"-2.66e-01"	"TUBE1"	"tubulin epsilon 1"
"7940851"	"1"	"0.4033714"	"8.80e-01"	"-4.78"	"6.25e-02"	"FLRT1"	"fibronectin leucine rich transmembrane protein 1"
"8028963"	"1"	"0.4033793"	"-8.80e-01"	"-4.78"	"-7.93e-02"	"CYP2B6"	"cytochrome P450 family 2 subfamily B member 6"
"7956470"	"1"	"0.4034131"	"8.79e-01"	"-4.78"	"1.16e-01"	"MBD6"	"methyl-CpG binding domain protein 6"
"8052087"	"1"	"0.4034266"	"8.79e-01"	"-4.78"	"5.18e-02"	""	""
"7903851"	"1"	"0.403451"	"8.79e-01"	"-4.78"	"5.63e-02"	"UBL4B"	"ubiquitin like 4B"
"8088718"	"1"	"0.4034708"	"-8.79e-01"	"-4.78"	"-9.90e-02"	"UBA3"	"ubiquitin like modifier activating enzyme 3"
"7991722"	"1"	"0.4035096"	"8.79e-01"	"-4.78"	"7.45e-02"	"LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P"	"golgin subfamily A member 6-like protein 4///golgin A6 family-like 3///golgin A6 family-like 10///golgin A6 family-like 4///golgin A6 family-like 17, pseudogene///golgin A6 family-like 9///golgin A6 family-like 5, pseudogene"
"8114814"	"1"	"0.4035131"	"-8.79e-01"	"-4.78"	"-4.70e-02"	"NR3C1"	"nuclear receptor subfamily 3 group C member 1"
"8093171"	"1"	"0.4035572"	"8.79e-01"	"-4.78"	"6.00e-02"	"MELTF"	"melanotransferrin"
"8176018"	"1"	"0.4035591"	"8.79e-01"	"-4.78"	"6.72e-02"	"TEX28"	"testis expressed 28"
"8124654"	"1"	"0.4036106"	"8.79e-01"	"-4.78"	"3.20e-01"	"GABBR1"	"gamma-aminobutyric acid type B receptor subunit 1"
"7950597"	"1"	"0.4036181"	"-8.79e-01"	"-4.78"	"-9.50e-02"	"CLNS1A"	"chloride nucleotide-sensitive channel 1A"
"7999435"	"1"	"0.4036398"	"-8.79e-01"	"-4.78"	"-6.67e-02"	"PRM2"	"protamine 2"
"7953278"	"1"	"0.4036547"	"-8.79e-01"	"-4.78"	"-7.50e-02"	"KCNA5"	"potassium voltage-gated channel subfamily A member 5"
"7971933"	"1"	"0.4036751"	"-8.79e-01"	"-4.78"	"-1.73e-01"	""	""
"7894043"	"1"	"0.4036953"	"8.79e-01"	"-4.78"	"6.97e-02"	""	""
"7994308"	"1"	"0.4036969"	"8.79e-01"	"-4.78"	"6.75e-02"	"KIAA0556"	"KIAA0556"
"8109057"	"1"	"0.4037602"	"8.79e-01"	"-4.78"	"8.85e-02"	"SPINK9"	"serine peptidase inhibitor, Kazal type 9"
"7893252"	"1"	"0.4038007"	"8.79e-01"	"-4.78"	"1.87e-01"	""	""
"8161433"	"1"	"0.403941"	"8.78e-01"	"-4.78"	"8.10e-02"	""	""
"8097146"	"1"	"0.4039851"	"8.78e-01"	"-4.78"	"5.25e-02"	""	""
"7933535"	"1"	"0.4040618"	"8.78e-01"	"-4.78"	"6.35e-02"	""	""
"8171195"	"1"	"0.4041402"	"8.78e-01"	"-4.78"	"6.30e-02"	""	""
"8009662"	"1"	"0.4041484"	"8.78e-01"	"-4.78"	"9.28e-02"	"C17orf77"	"chromosome 17 open reading frame 77"
"8068192"	"1"	"0.4041715"	"8.78e-01"	"-4.78"	"6.67e-02"	"MRAP"	"melanocortin 2 receptor accessory protein"
"7984622"	"1"	"0.4042065"	"-8.78e-01"	"-4.78"	"-6.55e-02"	""	""
"8172905"	"1"	"0.4042097"	"-8.78e-01"	"-4.78"	"-6.37e-02"	"HSD17B10"	"hydroxysteroid 17-beta dehydrogenase 10"
"7956743"	"1"	"0.4042189"	"8.78e-01"	"-4.78"	"7.08e-02"	"RPL14///RPL14"	"ribosomal protein L14///ribosomal protein L14"
"7991762"	"1"	"0.4042299"	"8.78e-01"	"-4.78"	"8.00e-02"	"HBA2///HBA1"	"hemoglobin subunit alpha 2///hemoglobin subunit alpha 1"
"7991766"	"1"	"0.4042299"	"8.78e-01"	"-4.78"	"8.00e-02"	"HBA2///HBA1"	"hemoglobin subunit alpha 2///hemoglobin subunit alpha 1"
"8002020"	"1"	"0.4042345"	"-8.78e-01"	"-4.78"	"-8.17e-02"	"TPPP3"	"tubulin polymerization promoting protein family member 3"
"7893890"	"1"	"0.4043259"	"8.78e-01"	"-4.78"	"2.67e-01"	""	""
"7973850"	"1"	"0.404331"	"-8.78e-01"	"-4.78"	"-8.17e-02"	"AKAP6"	"A-kinase anchoring protein 6"
"8147273"	"1"	"0.4043887"	"8.78e-01"	"-4.78"	"7.25e-02"	"SLC26A7"	"solute carrier family 26 member 7"
"7919269"	"1"	"0.404415"	"-8.77e-01"	"-4.78"	"-1.69e-01"	"RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4"	"RNA, U1 small nuclear 1///RNA, U1 small nuclear 2///RNA, U1 small nuclear 3///RNA, variant U1 small nuclear 7///RNA, variant U1 small nuclear 18///RNA, U1 small nuclear 4"
"7919349"	"1"	"0.404415"	"-8.77e-01"	"-4.78"	"-1.69e-01"	"RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4"	"RNA, U1 small nuclear 1///RNA, U1 small nuclear 2///RNA, U1 small nuclear 3///RNA, variant U1 small nuclear 7///RNA, variant U1 small nuclear 18///RNA, U1 small nuclear 4"
"7983051"	"1"	"0.4044307"	"8.77e-01"	"-4.78"	"8.68e-02"	"LOC105370792"	"uncharacterized LOC105370792"
"7896013"	"1"	"0.4044947"	"-8.77e-01"	"-4.78"	"-1.06e-01"	""	""
"7894957"	"1"	"0.4045397"	"8.77e-01"	"-4.78"	"1.57e-01"	""	""
"8006317"	"1"	"0.4045663"	"-8.77e-01"	"-4.78"	"-8.45e-02"	""	""
"7974214"	"1"	"0.4046404"	"8.77e-01"	"-4.78"	"7.60e-02"	"KLHDC1"	"kelch domain containing 1"
"7953150"	"1"	"0.4046782"	"8.77e-01"	"-4.78"	"5.58e-02"	"TEAD4"	"TEA domain transcription factor 4"
"8021741"	"1"	"0.4046932"	"8.77e-01"	"-4.78"	"5.87e-02"	"CNDP1"	"carnosine dipeptidase 1"
"8170117"	"1"	"0.4047076"	"8.77e-01"	"-4.78"	"7.35e-02"	""	""
"8168117"	"1"	"0.4047177"	"8.77e-01"	"-4.78"	"6.27e-02"	"ARR3"	"arrestin 3"
"7904865"	"1"	"0.404731"	"-8.77e-01"	"-4.78"	"-1.16e-01"	""	""
"8147305"	"1"	"0.4048093"	"-8.77e-01"	"-4.78"	"-9.35e-02"	""	""
"7997226"	"1"	"0.4048472"	"-8.77e-01"	"-4.78"	"-8.28e-02"	""	""
"7908672"	"1"	"0.4048863"	"8.77e-01"	"-4.78"	"6.27e-02"	"PKP1"	"plakophilin 1"
"7896297"	"1"	"0.4049154"	"-8.77e-01"	"-4.78"	"-2.80e-01"	""	""
"8114113"	"1"	"0.404934"	"-8.76e-01"	"-4.78"	"-6.17e-02"	"ZCCHC10"	"zinc finger CCHC-type containing 10"
"8174207"	"1"	"0.4050316"	"8.76e-01"	"-4.78"	"1.09e-01"	"NXF3"	"nuclear RNA export factor 3"
"8119525"	"1"	"0.4051091"	"8.76e-01"	"-4.78"	"1.05e-01"	"HCRP1"	"hepatocellular carcinoma-related HCRP1"
"7948117"	"1"	"0.4051281"	"-8.76e-01"	"-4.78"	"-1.18e-01"	"OR5F2P"	"olfactory receptor family 5 subfamily F member 2 pseudogene"
"8122038"	"1"	"0.4051331"	"8.76e-01"	"-4.78"	"5.45e-02"	"TMEM200A"	"transmembrane protein 200A"
"8016540"	"1"	"0.4051383"	"8.76e-01"	"-4.78"	"2.12e-01"	"PHOSPHO1"	"phosphoethanolamine/phosphocholine phosphatase"
"8076331"	"1"	"0.405141"	"8.76e-01"	"-4.78"	"7.23e-02"	"TOB2"	"transducer of ERBB2, 2"
"8085815"	"1"	"0.4052135"	"8.76e-01"	"-4.78"	"5.38e-02"	"TOP2B"	"topoisomerase (DNA) II beta"
"8132589"	"1"	"0.4052294"	"8.76e-01"	"-4.78"	"7.02e-02"	""	""
"8012274"	"1"	"0.4053165"	"-8.76e-01"	"-4.78"	"-7.05e-02"	"NAA38"	"N(alpha)-acetyltransferase 38, NatC auxiliary subunit"
"7906197"	"1"	"0.4053185"	"-8.76e-01"	"-4.78"	"-7.08e-02"	"HAPLN2"	"hyaluronan and proteoglycan link protein 2"
"7927852"	"1"	"0.4053478"	"-8.76e-01"	"-4.78"	"-7.40e-02"	""	""
"7950307"	"1"	"0.4053682"	"8.76e-01"	"-4.78"	"9.65e-02"	"UCP2"	"uncoupling protein 2"
"7995306"	"1"	"0.4053844"	"-8.76e-01"	"-4.78"	"-1.12e-01"	""	""
"7912347"	"1"	"0.4053874"	"-8.76e-01"	"-4.78"	"-2.79e-01"	"CASZ1"	"castor zinc finger 1"
"7938422"	"1"	"0.4054162"	"-8.76e-01"	"-4.78"	"-5.52e-02"	"CTR9"	"CTR9 homolog, Paf1/RNA polymerase II complex component"
"8107764"	"1"	"0.405449"	"8.75e-01"	"-4.78"	"6.85e-02"	"CTXN3"	"cortexin 3"
"7895153"	"1"	"0.4054784"	"-8.75e-01"	"-4.78"	"-2.02e-01"	""	""
"7896660"	"1"	"0.4054823"	"8.75e-01"	"-4.78"	"1.99e-01"	""	""
"8114536"	"1"	"0.4054956"	"8.75e-01"	"-4.78"	"1.85e-01"	"TMEM173"	"transmembrane protein 173"
"8161442"	"1"	"0.4055028"	"-8.75e-01"	"-4.78"	"-1.37e-01"	"LINC01597///FAM27B"	"long intergenic non-protein coding RNA 1597///family with sequence similarity 27 member B"
"7967318"	"1"	"0.4055089"	"-8.75e-01"	"-4.78"	"-3.00e-01"	"HCAR2"	"hydroxycarboxylic acid receptor 2"
"8150225"	"1"	"0.4055184"	"8.75e-01"	"-4.78"	"8.27e-02"	"RAB11FIP1"	"RAB11 family interacting protein 1"
"8001782"	"1"	"0.4055503"	"8.75e-01"	"-4.78"	"1.72e-01"	"RPS27A"	"ribosomal protein S27a"
"7896463"	"1"	"0.4055526"	"-8.75e-01"	"-4.78"	"-1.11e-01"	""	""
"8062134"	"1"	"0.4055776"	"-8.75e-01"	"-4.78"	"-6.60e-02"	"GDF5OS"	"growth differentiation factor 5 opposite strand"
"7894382"	"1"	"0.4056008"	"8.75e-01"	"-4.78"	"1.21e-01"	""	""
"8083229"	"1"	"0.4056172"	"-8.75e-01"	"-4.78"	"-6.40e-02"	""	""
"8103106"	"1"	"0.4056715"	"8.75e-01"	"-4.78"	"5.97e-02"	"LRBA"	"LPS responsive beige-like anchor protein"
"8171539"	"1"	"0.4056896"	"8.75e-01"	"-4.78"	"5.12e-02"	"RAI2"	"retinoic acid induced 2"
"8078918"	"1"	"0.4056991"	"8.75e-01"	"-4.78"	"2.06e-01"	"SNORA62"	"small nucleolar RNA, H/ACA box 62"
"7981779"	"1"	"0.4057266"	"-8.75e-01"	"-4.78"	"-1.23e-01"	""	""
"8128258"	"1"	"0.4057463"	"8.75e-01"	"-4.78"	"5.85e-02"	""	""
"7990345"	"1"	"0.4058598"	"-8.75e-01"	"-4.78"	"-1.38e-01"	"SEMA7A"	"semaphorin 7A (John Milton Hagen blood group)"
"8023308"	"1"	"0.4058756"	"8.75e-01"	"-4.78"	"8.35e-02"	""	""
"7896720"	"1"	"0.4058993"	"-8.75e-01"	"-4.78"	"-1.45e-01"	""	""
"8033912"	"1"	"0.4059083"	"-8.75e-01"	"-4.78"	"-1.15e-01"	"DNMT1"	"DNA (cytosine-5-)-methyltransferase 1"
"8113786"	"1"	"0.4060261"	"8.74e-01"	"-4.78"	"7.60e-02"	""	""
"8168083"	"1"	"0.4060769"	"-8.74e-01"	"-4.78"	"-5.58e-02"	"OTUD6A"	"OTU deubiquitinase 6A"
"7977373"	"1"	"0.4060842"	"8.74e-01"	"-4.78"	"6.10e-02"	"MTA1"	"metastasis associated 1"
"8008201"	"1"	"0.4061219"	"8.74e-01"	"-4.78"	"5.53e-02"	"NGFR"	"nerve growth factor receptor"
"8113299"	"1"	"0.4061447"	"8.74e-01"	"-4.78"	"9.40e-02"	""	""
"7903908"	"1"	"0.406148"	"-8.74e-01"	"-4.78"	"-5.33e-02"	"CEPT1"	"choline/ethanolamine phosphotransferase 1"
"8028789"	"1"	"0.4062556"	"8.74e-01"	"-4.78"	"5.20e-02"	""	""
"8090690"	"1"	"0.4062589"	"8.74e-01"	"-4.78"	"1.06e-01"	"CPNE4"	"copine 4"
"7970674"	"1"	"0.4062654"	"-8.74e-01"	"-4.78"	"-6.23e-02"	""	""
"8141661"	"1"	"0.4062888"	"-8.74e-01"	"-4.78"	"-8.13e-02"	""	""
"7972369"	"1"	"0.4063347"	"-8.74e-01"	"-4.78"	"-7.70e-02"	"UGGT2"	"UDP-glucose glycoprotein glucosyltransferase 2"
"8159803"	"1"	"0.4063566"	"-8.74e-01"	"-4.78"	"-6.65e-02"	"FAM138E///FAM138D///FAM138C///FAM138B///FAM138A///FAM138F"	"family with sequence similarity 138 member E///family with sequence similarity 138 member D///family with sequence similarity 138 member C///family with sequence similarity 138 member B///family with sequence similarity 138 member A///family with sequence similarity 138 member F"
"8025697"	"1"	"0.4063648"	"-8.74e-01"	"-4.78"	"-5.45e-02"	"ILF3"	"interleukin enhancer binding factor 3"
"7924758"	"1"	"0.406467"	"-8.73e-01"	"-4.78"	"-8.10e-02"	""	""
"8000928"	"1"	"0.4064688"	"-8.73e-01"	"-4.78"	"-5.15e-02"	""	""
"8104129"	"1"	"0.4064694"	"8.73e-01"	"-4.78"	"6.45e-02"	""	""
"8098895"	"1"	"0.4065114"	"-8.73e-01"	"-4.78"	"-9.30e-02"	"FAM53A"	"family with sequence similarity 53 member A"
"7892771"	"1"	"0.40652"	"8.73e-01"	"-4.78"	"6.10e-02"	""	""
"8180390"	"1"	"0.4065555"	"8.73e-01"	"-4.78"	"1.49e-01"	""	""
"8160394"	"1"	"0.4065869"	"8.73e-01"	"-4.78"	"4.95e-02"	"IFNA21///IFNA17///IFNA16///IFNA14///IFNA13///IFNA10///IFNA7///IFNA6///IFNA5///IFNA4///IFNA1"	"interferon alpha 21///interferon alpha 17///interferon alpha 16///interferon alpha 14///interferon alpha 13///interferon alpha 10///interferon alpha 7///interferon alpha 6///interferon alpha 5///interferon alpha 4///interferon alpha 1"
"8141498"	"1"	"0.4065925"	"-8.73e-01"	"-4.78"	"-8.03e-02"	"ZCWPW1"	"zinc finger CW-type and PWWP domain containing 1"
"7926638"	"1"	"0.4066292"	"-8.73e-01"	"-4.78"	"-8.92e-02"	"ARMC3"	"armadillo repeat containing 3"
"8120335"	"1"	"0.4066341"	"-8.73e-01"	"-4.78"	"-6.85e-02"	"FAM83B"	"family with sequence similarity 83 member B"
"7897663"	"1"	"0.4067338"	"-8.73e-01"	"-4.78"	"-7.73e-02"	"TARDBP"	"TAR DNA binding protein"
"8037535"	"1"	"0.4068022"	"8.73e-01"	"-4.78"	"1.38e-01"	""	""
"8145865"	"1"	"0.4068321"	"8.73e-01"	"-4.78"	"1.25e-01"	"ADGRA2"	"adhesion G protein-coupled receptor A2"
"8008540"	"1"	"0.4068416"	"-8.73e-01"	"-4.78"	"-1.29e-01"	"LOC440446"	"uncharacterized LOC440446"
"7998878"	"1"	"0.4068745"	"8.73e-01"	"-4.78"	"5.40e-02"	"PRSS22"	"protease, serine 22"
"8013259"	"1"	"0.406932"	"8.73e-01"	"-4.78"	"6.60e-02"	""	""
"7931726"	"1"	"0.4069702"	"8.73e-01"	"-4.78"	"6.45e-02"	""	""
"8051949"	"1"	"0.4070047"	"8.72e-01"	"-4.78"	"5.93e-02"	"SIX2"	"SIX homeobox 2"
"8167441"	"1"	"0.4070482"	"8.72e-01"	"-4.78"	"9.98e-02"	""	""
"8075963"	"1"	"0.4070817"	"-8.72e-01"	"-4.78"	"-6.40e-02"	"LOC101927051"	"uncharacterized LOC101927051"
"8170200"	"1"	"0.4071002"	"-8.72e-01"	"-4.78"	"-5.90e-02"	"ZIC3"	"Zic family member 3"
"7955887"	"1"	"0.4071325"	"-8.72e-01"	"-4.78"	"-7.55e-02"	"HOXC5"	"homeobox C5"
"7941694"	"1"	"0.4071479"	"-8.72e-01"	"-4.78"	"-7.48e-02"	"RBM14"	"RNA binding motif protein 14"
"8016336"	"1"	"0.4071629"	"8.72e-01"	"-4.78"	"5.67e-02"	"OSBPL7"	"oxysterol binding protein like 7"
"8021152"	"1"	"0.4071944"	"-8.72e-01"	"-4.78"	"-5.90e-02"	"C18orf12"	"chromosome 18 open reading frame 12"
"8088903"	"1"	"0.4072292"	"-8.72e-01"	"-4.78"	"-7.70e-02"	""	""
"7992692"	"1"	"0.4072745"	"8.72e-01"	"-4.78"	"1.19e-01"	"SRRM2"	"serine/arginine repetitive matrix 2"
"8105989"	"1"	"0.4073359"	"8.72e-01"	"-4.78"	"2.43e-01"	"LOC441081"	"POM121 membrane glycoprotein (rat) pseudogene"
"7950294"	"1"	"0.4073626"	"-8.72e-01"	"-4.78"	"-5.23e-02"	"COA4"	"cytochrome c oxidase assembly factor 4 homolog"
"8092933"	"1"	"0.4073696"	"-8.72e-01"	"-4.78"	"-6.28e-02"	"ACAP2"	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
"8067864"	"1"	"0.4073773"	"8.72e-01"	"-4.78"	"2.27e-01"	"ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1"	"ankyrin repeat domain 20 family member A8, pseudogene///ankyrin repeat domain 20 family member A4///ankyrin repeat domain 20 family member A2///ankyrin repeat domain 20 family member A3///ankyrin repeat domain 20 family member A5, pseudogene///ankyrin repeat domain 20 family member A1"
"7997072"	"1"	"0.4074269"	"8.72e-01"	"-4.78"	"6.80e-02"	"FUK"	"fucokinase"
"8154219"	"1"	"0.4074399"	"8.72e-01"	"-4.78"	"1.15e-01"	""	""
"8136832"	"1"	"0.4074584"	"-8.72e-01"	"-4.78"	"-6.97e-02"	"C7orf34"	"chromosome 7 open reading frame 34"
"7943160"	"1"	"0.4074587"	"-8.72e-01"	"-4.78"	"-1.73e-01"	"SCARNA9"	"small Cajal body-specific RNA 9"
"8180229"	"1"	"0.4074892"	"-8.72e-01"	"-4.78"	"-6.70e-02"	""	""
"8140454"	"1"	"0.4075388"	"8.71e-01"	"-4.78"	"8.55e-02"	"SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1"	"speedy/RINGO cell cycle regulator family member E16///speedy/RINGO cell cycle regulator family member E2B///speedy/RINGO cell cycle regulator family member E6///speedy/RINGO cell cycle regulator family member E8, pseudogene///speedy/RINGO cell cycle regulator family member E2///speedy/RINGO cell cycle regulator family member E3///speedy/RINGO cell cycle regulator family member E7, pseudogene///speedy/RINGO cell cycle regulator family member E1"
"8020029"	"1"	"0.4075416"	"-8.71e-01"	"-4.78"	"-5.42e-02"	"RAB12"	"RAB12, member RAS oncogene family"
"8166659"	"1"	"0.4075557"	"8.71e-01"	"-4.78"	"8.92e-02"	""	""
"7893197"	"1"	"0.4075619"	"-8.71e-01"	"-4.78"	"-1.92e-01"	""	""
"8176576"	"1"	"0.4076062"	"-8.71e-01"	"-4.78"	"-7.50e-02"	""	""
"8022996"	"1"	"0.4076267"	"8.71e-01"	"-4.78"	"7.07e-02"	"EPG5"	"ectopic P-granules autophagy protein 5 homolog"
"8048075"	"1"	"0.4076268"	"8.71e-01"	"-4.78"	"5.35e-02"	""	""
"7895797"	"1"	"0.4076296"	"8.71e-01"	"-4.78"	"1.45e-01"	""	""
"8065515"	"1"	"0.4076795"	"-8.71e-01"	"-4.78"	"-5.60e-02"	""	""
"8067950"	"1"	"0.407694"	"-8.71e-01"	"-4.78"	"-1.08e-01"	""	""
"8172399"	"1"	"0.4077095"	"8.71e-01"	"-4.78"	"1.27e-01"	""	""
"8146330"	"1"	"0.4077242"	"8.71e-01"	"-4.78"	"1.48e-01"	""	""
"8065011"	"1"	"0.4077302"	"8.71e-01"	"-4.78"	"6.95e-02"	"LIN28A"	"lin-28 homolog A"
"8065541"	"1"	"0.4077347"	"8.71e-01"	"-4.78"	"8.73e-02"	"NCOR1P1"	"nuclear receptor corepressor 1 pseudogene 1"
"7925739"	"1"	"0.4077892"	"8.71e-01"	"-4.78"	"7.58e-02"	""	""
"8037422"	"1"	"0.4078239"	"8.71e-01"	"-4.78"	"8.38e-02"	"LYPD5"	"LY6/PLAUR domain containing 5"
"7989220"	"1"	"0.4079385"	"8.71e-01"	"-4.78"	"5.67e-02"	""	""
"8180217"	"1"	"0.4079429"	"-8.71e-01"	"-4.78"	"-9.15e-02"	""	""
"7953892"	"1"	"0.4079979"	"8.71e-01"	"-4.78"	"1.19e-01"	"KLRF1"	"killer cell lectin like receptor F1"
"8112998"	"1"	"0.4080753"	"8.70e-01"	"-4.78"	"7.93e-02"	"LOC645261"	"PP565"
"7994824"	"1"	"0.4081006"	"-8.70e-01"	"-4.78"	"-1.64e-01"	""	""
"7959995"	"1"	"0.4081112"	"8.70e-01"	"-4.78"	"6.80e-02"	"EP400"	"E1A binding protein p400"
"8011112"	"1"	"0.4081439"	"8.70e-01"	"-4.78"	"2.32e-01"	""	""
"8088998"	"1"	"0.408157"	"-8.70e-01"	"-4.78"	"-5.15e-02"	""	""
"8029958"	"1"	"0.4082119"	"8.70e-01"	"-4.78"	"1.06e-01"	"GLTSCR2"	"glioma tumor suppressor candidate region gene 2"
"7952752"	"1"	"0.4083026"	"8.70e-01"	"-4.78"	"5.65e-02"	"ADAMTS8"	"ADAM metallopeptidase with thrombospondin type 1 motif 8"
"8063240"	"1"	"0.4083394"	"-8.70e-01"	"-4.78"	"-6.20e-02"	""	""
"8019699"	"1"	"0.408356"	"8.70e-01"	"-4.78"	"5.00e-02"	"KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-2///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7"	"keratin associated protein 4-7///keratin associated protein 4-9///keratin associated protein 4-8///keratin associated protein 4-11///keratin associated protein 4-2///keratin associated protein 4-5///keratin associated protein 4-4///keratin associated protein 4-12///keratin associated protein 4-6///keratin associated protein 4-7"
"8159838"	"1"	"0.4083656"	"-8.70e-01"	"-4.78"	"-9.35e-02"	"C9orf66"	"chromosome 9 open reading frame 66"
"7896407"	"1"	"0.4084572"	"8.70e-01"	"-4.78"	"3.56e-01"	""	""
"8074886"	"1"	"0.408471"	"-8.70e-01"	"-4.78"	"-1.48e-01"	""	""
"8019772"	"1"	"0.4084904"	"-8.70e-01"	"-4.78"	"-6.37e-02"	"ALYREF"	"Aly/REF export factor"
"8142814"	"1"	"0.4085428"	"8.69e-01"	"-4.78"	"7.27e-02"	"OPN1SW"	"opsin 1 (cone pigments), short-wave-sensitive"
"7904082"	"1"	"0.408596"	"8.69e-01"	"-4.78"	"7.05e-02"	""	""
"7975705"	"1"	"0.4086145"	"-8.69e-01"	"-4.78"	"-4.98e-02"	"ISCA2"	"iron-sulfur cluster assembly 2"
"8038993"	"1"	"0.4086841"	"-8.69e-01"	"-4.78"	"-6.85e-02"	"ZNF28"	"zinc finger protein 28"
"7946021"	"1"	"0.4087"	"8.69e-01"	"-4.78"	"4.70e-02"	"OR52A4P"	"olfactory receptor family 52 subfamily A member 4 pseudogene"
"8093906"	"1"	"0.4087115"	"8.69e-01"	"-4.78"	"2.28e-01"	"WFS1"	"wolframin ER transmembrane glycoprotein"
"8011222"	"1"	"0.4087175"	"-8.69e-01"	"-4.78"	"-1.02e-01"	"SMG6"	"SMG6, nonsense mediated mRNA decay factor"
"7893837"	"1"	"0.4087283"	"-8.69e-01"	"-4.78"	"-1.43e-01"	""	""
"8000998"	"1"	"0.4087292"	"8.69e-01"	"-4.78"	"5.92e-02"	"VKORC1"	"vitamin K epoxide reductase complex subunit 1"
"8180213"	"1"	"0.4087903"	"-8.69e-01"	"-4.78"	"-6.72e-02"	""	""
"8096030"	"1"	"0.4088644"	"8.69e-01"	"-4.78"	"6.85e-02"	""	""
"8132092"	"1"	"0.408896"	"8.69e-01"	"-4.78"	"7.08e-02"	"INMT-FAM188B///INMT"	"INMT-FAM188B readthrough (NMD candidate)///indolethylamine N-methyltransferase"
"8052592"	"1"	"0.4088998"	"8.69e-01"	"-4.78"	"7.13e-02"	""	""
"8110858"	"1"	"0.4089125"	"-8.69e-01"	"-4.78"	"-9.80e-02"	"LOC728613///PDCD6"	"programmed cell death 6 pseudogene///programmed cell death 6"
"8148325"	"1"	"0.4089263"	"8.69e-01"	"-4.78"	"7.35e-02"	""	""
"7896100"	"1"	"0.4089917"	"-8.69e-01"	"-4.78"	"-3.47e-01"	""	""
"7905299"	"1"	"0.4089974"	"-8.69e-01"	"-4.78"	"-1.06e-01"	"PRUNE1"	"prune exopolyphosphatase"
"7919787"	"1"	"0.4090112"	"-8.69e-01"	"-4.78"	"-1.53e-01"	"HORMAD1"	"HORMA domain containing 1"
"8075057"	"1"	"0.4090796"	"8.68e-01"	"-4.78"	"1.23e-01"	""	""
"8050363"	"1"	"0.4091687"	"8.68e-01"	"-4.78"	"7.60e-02"	""	""
"7894588"	"1"	"0.4091706"	"-8.68e-01"	"-4.78"	"-1.97e-01"	""	""
"7935776"	"1"	"0.4091795"	"8.68e-01"	"-4.78"	"3.51e-01"	""	""
"8166349"	"1"	"0.4091963"	"8.68e-01"	"-4.78"	"1.31e-01"	""	""
"7929373"	"1"	"0.4092023"	"8.68e-01"	"-4.78"	"6.17e-02"	"LGI1"	"leucine rich glioma inactivated 1"
"8136235"	"1"	"0.4092062"	"8.68e-01"	"-4.78"	"6.45e-02"	"CPA1"	"carboxypeptidase A1"
"8054200"	"1"	"0.4092299"	"-8.68e-01"	"-4.78"	"-7.73e-02"	"LYG2"	"lysozyme g2"
"7907156"	"1"	"0.4092332"	"8.68e-01"	"-4.78"	"1.52e-01"	"XCL1"	"X-C motif chemokine ligand 1"
"8087596"	"1"	"0.4092651"	"8.68e-01"	"-4.78"	"8.05e-02"	"NAT6///HYAL3"	"N-acetyltransferase 6///hyaluronoglucosaminidase 3"
"8140356"	"1"	"0.4092811"	"8.68e-01"	"-4.78"	"8.57e-02"	"HIP1"	"huntingtin interacting protein 1"
"7926283"	"1"	"0.4092896"	"-8.68e-01"	"-4.78"	"-5.83e-02"	"PRPF18"	"pre-mRNA processing factor 18"
"8141533"	"1"	"0.4093269"	"-8.68e-01"	"-4.78"	"-8.82e-02"	""	""
